task	split	alpha	mode	target_inflation	actual_inflation	inflation_reached	max_inflation	n_sites	n_proteins	exp_flipped	d_auroc	d_auprc	d_auroc_lo	d_auroc_hi	d_auprc_lo	d_auprc_hi	f_shallow	f_deep	f_ref	ref_bin	f_monotone
acetylation_k	0	0.4928438541817671	inflation	1.25	1.25	True	1.733	19447	678	792.5000000000001	-0.11208210399219908	-0.16540201817393874	-0.11698731847647807	-0.107020706838223	-0.1712646454475732	-0.1602977977672781	0.04671400724032303	0.23453237410071942	0.23453237410071942	3	True
acetylation_k	0	0.19617303330659475	inflation	1.5	1.5	True	1.733	19447	678	1584.9999999999998	-0.08111860039141593	-0.1342839768424035	-0.08827512811329252	-0.07480934187461294	-0.14187932131866868	-0.12731382981128814	0.04671400724032303	0.23453237410071942	0.23453237410071942	3	True
acetylation_k	1	0.0	alpha			True	1.7278	19570	650	2389.423980943224	-0.058862388723200265	-0.07768280268490788	-0.06419022119601227	-0.052106863151696096	-0.08648053759956083	-0.0696362116001505	0.04085760517799353	0.24128577241285773	0.24128577241285773	3	True
acetylation_k	1	0.25	alpha			True	1.7278	19570	650	1416.4859375748022	-0.09074537570715098	-0.10208328839817618	-0.0968504157416957	-0.08353302253804688	-0.10843571095110431	-0.09578085674887062	0.04085760517799353	0.24128577241285773	0.24128577241285773	3	True
acetylation_k	1	0.5	alpha			True	1.7278	19570	650	759.6123124750809	-0.11799848100955074	-0.1205881614581504	-0.12358530375783727	-0.11266134221382346	-0.12633991061459013	-0.11500854921510373	0.04085760517799353	0.24128577241285773	0.24128577241285773	3	True
acetylation_k	1	0.75	alpha			True	1.7278	19570	650	310.8484091804988	-0.14051330757460723	-0.13448005877872066	-0.14379274599443287	-0.13686226730808554	-0.13790119081641852	-0.13146715520407815	0.04085760517799353	0.24128577241285773	0.24128577241285773	3	True
acetylation_k	1	1.0	alpha			True	1.7278	19570	650	0.0	-0.15927198056652872	-0.14559224630932313	-0.1592719805665287	-0.1592719805665287	-0.14559224630932316	-0.14559224630932316	0.04085760517799353	0.24128577241285773	0.24128577241285773	3	True
acetylation_k	1	0.738324698163201	inflation	1.1	1.1	True	1.7278	19570	650	328.3000000000004	-0.13970033042112476	-0.13400335218713771	-0.14324137046146262	-0.13483662363829665	-0.13735577120829756	-0.12974474332671057	0.04085760517799353	0.24128577241285773	0.24128577241285773	3	True
acetylation_k	1	0.4722146883096331	inflation	1.25	1.25	True	1.7278	19570	650	820.7499999999998	-0.11497337059256889	-0.11867713306208066	-0.12002388000896465	-0.10996294178420261	-0.12313305855772369	-0.11322742123186182	0.04085760517799353	0.24128577241285773	0.24128577241285773	3	True
acetylation_k	1	0.18274222662027506	inflation	1.5	1.5	True	1.7278	19570	650	1641.5000000000002	-0.08254193624716637	-0.09616113661518501	-0.08863764435434701	-0.07681437648927678	-0.10264040462339792	-0.08935483518152125	0.04085760517799353	0.24128577241285773	0.24128577241285773	3	True
acetylation_k	2	0.0	alpha			True	1.7171	20363	689	2525.5041114846777	-0.08235894693165413	-0.1262499285819604	-0.08891616269771646	-0.07579340021550915	-0.1343532488848995	-0.11907138484912135	0.03606927710843374	0.24615196677253848	0.24615196677253848	3	True
acetylation_k	2	0.25	alpha			True	1.7171	20363	689	1484.2256691099524	-0.12710394584590484	-0.16588050743924065	-0.13230212357931484	-0.12140686145458451	-0.17301763643115717	-0.15987459668861267	0.03606927710843374	0.24615196677253848	0.24615196677253848	3	True
acetylation_k	2	0.5	alpha			True	1.7171	20363	689	790.757861158233	-0.16477592349065112	-0.19577506972131936	-0.1699805617772638	-0.15894463646713283	-0.20107739564206126	-0.19039646174482033	0.03606927710843374	0.24615196677253848	0.24615196677253848	3	True
acetylation_k	2	0.75	alpha			True	1.7171	20363	689	322.0531269228031	-0.19500777066919933	-0.21870489116761171	-0.19920803617564947	-0.19109287432864183	-0.22239582823976425	-0.2148028775631982	0.03606927710843374	0.24615196677253848	0.24615196677253848	3	True
acetylation_k	2	1.0	alpha			True	1.7171	20363	689	0.0	-0.21938988369053233	-0.23623990942595516	-0.21938988369053236	-0.21938988369053236	-0.2362399094259551	-0.2362399094259551	0.03606927710843374	0.24615196677253848	0.24615196677253848	3	True
acetylation_k	2	0.730713356741479	inflation	1.1	1.1	True	1.7171	20363	689	352.20000000000033	-0.19328880185961048	-0.2172121179332769	-0.1978942029257635	-0.1895557279276839	-0.2207565444760865	-0.2138143743861606	0.03606927710843374	0.24615196677253848	0.24615196677253848	3	True
acetylation_k	2	0.4614796904091013	inflation	1.25	1.25	True	1.7171	20363	689	880.5000000000001	-0.15961145709630545	-0.19151458837500543	-0.16524447895176514	-0.15388947569791295	-0.19725090976501866	-0.18581242758028832	0.03606927710843374	0.24615196677253848	0.24615196677253848	3	True
acetylation_k	2	0.1728803940056135	inflation	1.5	1.5	True	1.7171	20363	689	1761.0000000000002	-0.1140428871194969	-0.15444832413550433	-0.12030797693405096	-0.10671231868223034	-0.16074641561251649	-0.1475641801615699	0.03606927710843374	0.24615196677253848	0.24615196677253848	3	True
methylation_k	0	0.0	alpha			True	1.1778	9669	601	292.31421313909675	-0.21411196187875547	-0.20138494779672503	-0.2222101968680905	-0.2053965539999762	-0.20758445927787425	-0.19432986540300265	0.014553184531109476	0.06483180428134556	0.06483180428134556	3	True
methylation_k	0	0.25	alpha			True	1.1778	9669	601	181.52124885432443	-0.2323073043582964	-0.2116299075510069	-0.2398590075552324	-0.22493785304396	-0.2181653297737494	-0.20582060832948043	0.014553184531109476	0.06483180428134556	0.06483180428134556	3	True
methylation_k	0	0.5	alpha			True	1.1778	9669	601	101.26958714004533	-0.2470102049842283	-0.2195261195981596	-0.25333568101350595	-0.2401460143678271	-0.22413341989039776	-0.21445883263409937	0.014553184531109476	0.06483180428134556	0.06483180428134556	3	True
methylation_k	0	0.75	alpha			True	1.1778	9669	601	42.82065898966948	-0.25785605716717924	-0.22523521997397786	-0.26173827216414514	-0.2536464449705983	-0.227828534771985	-0.22216546374920598	0.014553184531109476	0.06483180428134556	0.06483180428134556	3	True
methylation_k	0	1.0	alpha			True	1.1778	9669	601	0.0	-0.26654948420007424	-0.22978661527351463	-0.2665494842000743	-0.2665494842000743	-0.22978661527351463	-0.22978661527351463	0.014553184531109476	0.06483180428134556	0.06483180428134556	3	True
methylation_k	0	0.2970264810090665	inflation	1.1	1.1	True	1.1778	9669	601	164.40000000000018	-0.23536124501841071	-0.2132076957987362	-0.24182560850667056	-0.2281801991494564	-0.21880902233247065	-0.20797893860083694	0.014553184531109476	0.06483180428134556	0.06483180428134556	3	True
methylation_k	0	0.0	inflation	1.25	1.1778	False	1.1778	9669	601	292.31421313909675	-0.21411196187875547	-0.20138494779672503	-0.2222101968680905	-0.2053965539999762	-0.20758445927787425	-0.19432986540300265	0.014553184531109476	0.06483180428134556	0.06483180428134556	3	True
methylation_k	0	0.0	inflation	1.5	1.1778	False	1.1778	9669	601	292.31421313909675	-0.21411196187875547	-0.20138494779672503	-0.2222101968680905	-0.2053965539999762	-0.20758445927787425	-0.19432986540300265	0.014553184531109476	0.06483180428134556	0.06483180428134556	3	True
methylation_k	1	0.0	alpha			True	1.1258	9257	541	184.28581557468254	-0.1988664542148478	-0.2039642218961886	-0.20740889072834634	-0.19181440253047138	-0.2105518548419927	-0.19850144426920296	0.01370401082354995	0.050333333333333334	0.050333333333333334	4	False
methylation_k	1	0.25	alpha			True	1.1258	9257	541	118.16807851078208	-0.21113213802761854	-0.21181805311672605	-0.21824571086857222	-0.20427184858204173	-0.21740937333885774	-0.20642874871271388	0.01370401082354995	0.050333333333333334	0.050333333333333334	4	False
methylation_k	1	0.5	alpha			True	1.1258	9257	541	67.960793920438	-0.22055273007165993	-0.21794054633756552	-0.22551182830749206	-0.21547503604802687	-0.22245895552809358	-0.21398557253580494	0.01370401082354995	0.050333333333333334	0.050333333333333334	4	False
methylation_k	1	0.75	alpha			True	1.1258	9257	541	29.57251902464988	-0.2283332385813783	-0.22271349532017534	-0.23174324552381725	-0.22455652024086523	-0.22543986807107189	-0.2198172494258575	0.01370401082354995	0.050333333333333334	0.050333333333333334	4	False
methylation_k	1	1.0	alpha			True	1.1258	9257	541	0.0	-0.234086373702616	-0.22644906219250827	-0.2340863737026161	-0.2340863737026161	-0.22644906219250835	-0.22644906219250835	0.01370401082354995	0.050333333333333334	0.050333333333333334	4	False
methylation_k	1	0.13426692521033873	inflation	1.1	1.1	True	1.1258	9257	541	146.5000000000001	-0.2055356880155481	-0.20808490148659345	-0.21299432264078091	-0.1972797971107388	-0.21430910758583857	-0.20197504144787726	0.01370401082354995	0.050333333333333334	0.050333333333333334	4	False
methylation_k	1	0.0	inflation	1.25	1.1258	False	1.1258	9257	541	184.28581557468254	-0.1988664542148478	-0.2039642218961886	-0.20740889072834634	-0.19181440253047138	-0.2105518548419927	-0.19850144426920296	0.01370401082354995	0.050333333333333334	0.050333333333333334	4	False
methylation_k	1	0.0	inflation	1.5	1.1258	False	1.1258	9257	541	184.28581557468254	-0.1988664542148478	-0.2039642218961886	-0.20740889072834634	-0.19181440253047138	-0.2105518548419927	-0.19850144426920296	0.01370401082354995	0.050333333333333334	0.050333333333333334	4	False
methylation_k	2	0.0	alpha			True	1.1564	9639	570	244.21954587837496	-0.20274813753883364	-0.18193948404631485	-0.2105501663582298	-0.19430251890415662	-0.18794969488177474	-0.17560434787846982	0.013474144209759651	0.05759162303664921	0.05759162303664921	4	True
methylation_k	2	0.25	alpha			True	1.1564	9639	570	152.37971494655994	-0.2188225254438046	-0.19138947245546162	-0.22614878793172513	-0.21088720882510995	-0.19745360221698405	-0.18603914493628115	0.013474144209759651	0.05759162303664921	0.05759162303664921	4	True
methylation_k	2	0.5	alpha			True	1.1564	9639	570	85.44196657716583	-0.22938431903686335	-0.19700570928544686	-0.23553407032629398	-0.2233317585960294	-0.20136998903760864	-0.19254622170320987	0.013474144209759651	0.05759162303664921	0.05759162303664921	4	True
methylation_k	2	0.75	alpha			True	1.1564	9639	570	36.32166841865877	-0.23857588797869192	-0.20220440395201483	-0.2419452486408607	-0.23412723464740295	-0.20517963882610818	-0.19918082020883685	0.013474144209759651	0.05759162303664921	0.05759162303664921	4	True
methylation_k	2	1.0	alpha			True	1.1564	9639	570	0.0	-0.24564487106098035	-0.2060070522737481	-0.24564487106098043	-0.24564487106098043	-0.20600705227374813	-0.20600705227374813	0.013474144209759651	0.05759162303664921	0.05759162303664921	4	True
methylation_k	2	0.23784898903944213	inflation	1.1	1.1	True	1.1564	9639	570	156.20000000000013	-0.21796520441274198	-0.19075995167868187	-0.22501632810590472	-0.21078844503610308	-0.19647968341063288	-0.18509964296855658	0.013474144209759651	0.05759162303664921	0.05759162303664921	4	True
methylation_k	2	0.0	inflation	1.25	1.1564	False	1.1564	9639	570	244.21954587837496	-0.20274813753883364	-0.18193948404631485	-0.2105501663582298	-0.19430251890415662	-0.18794969488177474	-0.17560434787846982	0.013474144209759651	0.05759162303664921	0.05759162303664921	4	True
methylation_k	2	0.0	inflation	1.5	1.1564	False	1.1564	9639	570	244.21954587837496	-0.20274813753883364	-0.18193948404631485	-0.2105501663582298	-0.19430251890415662	-0.18794969488177474	-0.17560434787846982	0.013474144209759651	0.05759162303664921	0.05759162303664921	4	True
methylation_r	0	0.0	alpha			True	1.2142	5882	396	222.1391127106027	-0.19385552720977436	-0.19914791700122145	-0.20527791691067268	-0.1817389352219989	-0.20920316547392687	-0.189401583357005	0.029927951228523923	0.10021488571986716	0.10021488571986716	4	False
methylation_r	0	0.25	alpha			True	1.2142	5882	396	143.9528349357132	-0.21489321373052428	-0.21300986817002043	-0.22468845858485204	-0.20384954862245178	-0.22084635890860863	-0.2040674846916518	0.029927951228523923	0.10021488571986716	0.10021488571986716	4	False
methylation_r	0	0.5	alpha			True	1.2142	5882	396	83.49071894018692	-0.23297504612340114	-0.2249089320349163	-0.24010240213623477	-0.22421558509447484	-0.23185992704203934	-0.21685211091824658	0.029927951228523923	0.10021488571986716	0.10021488571986716	4	False
methylation_r	0	0.75	alpha			True	1.2142	5882	396	36.56385216633324	-0.2471998814268952	-0.233908723323379	-0.25184282471917946	-0.24154244193546415	-0.2383736771923663	-0.22952160745031464	0.029927951228523923	0.10021488571986716	0.10021488571986716	4	False
methylation_r	0	1.0	alpha			True	1.2142	5882	396	0.0	-0.25970863399920185	-0.24161190852022238	-0.25970863399920185	-0.25970863399920185	-0.2416119085202223	-0.2416119085202223	0.029927951228523923	0.10021488571986716	0.10021488571986716	4	False
methylation_r	0	0.40915716463375096	inflation	1.1	1.1	True	1.2142	5882	396	103.70000000000007	-0.22626943284972065	-0.2206143848584745	-0.23453945058179337	-0.21821240892314825	-0.22790531378766032	-0.21367528406800795	0.029927951228523923	0.10021488571986716	0.10021488571986716	4	False
methylation_r	0	0.0	inflation	1.25	1.2142	False	1.2142	5882	396	222.1391127106027	-0.19385552720977436	-0.19914791700122145	-0.20527791691067268	-0.1817389352219989	-0.20920316547392687	-0.189401583357005	0.029927951228523923	0.10021488571986716	0.10021488571986716	4	False
methylation_r	0	0.0	inflation	1.5	1.2142	False	1.2142	5882	396	222.1391127106027	-0.19385552720977436	-0.19914791700122145	-0.20527791691067268	-0.1817389352219989	-0.20920316547392687	-0.189401583357005	0.029927951228523923	0.10021488571986716	0.10021488571986716	4	False
methylation_r	1	0.0	alpha			True	1.2537	5687	364	226.5624294210537	-0.16366315515729268	-0.20787021236189263	-0.17619006376035246	-0.14809894827340572	-0.21974227550503905	-0.19427259260800028	0.026741054251635244	0.09412930393856825	0.09412930393856825	4	False
methylation_r	1	0.25	alpha			True	1.2537	5687	364	146.9810253602629	-0.18187357566141202	-0.22364779528263848	-0.19116766335030402	-0.1694652386600768	-0.23178416476707456	-0.21488298243615675	0.026741054251635244	0.09412930393856825	0.09412930393856825	4	False
methylation_r	1	0.5	alpha			True	1.2537	5687	364	85.32325097574144	-0.19574971548603984	-0.23610264385272203	-0.2062229121212939	-0.18528591213390036	-0.24405907146119787	-0.2281020299573261	0.026741054251635244	0.09412930393856825	0.09412930393856825	4	False
methylation_r	1	0.75	alpha			True	1.2537	5687	364	37.39053452679991	-0.20878379213367437	-0.24750569665859587	-0.21421147772752935	-0.20242336021907756	-0.25226457844962913	-0.2418405414026791	0.026741054251635244	0.09412930393856825	0.09412930393856825	4	False
methylation_r	1	1.0	alpha			True	1.2537	5687	364	0.0	-0.21925655015764867	-0.2564200330515276	-0.21925655015764867	-0.21925655015764867	-0.2564200330515276	-0.2564200330515276	0.026741054251635244	0.09412930393856825	0.09412930393856825	4	False
methylation_r	1	0.4818210593991835	inflation	1.1	1.1	True	1.2537	5687	364	89.30000000000008	-0.19514343858284225	-0.23564471572112042	-0.20304199616212157	-0.18574153245379	-0.24209940546237543	-0.2282407854833703	0.026741054251635244	0.09412930393856825	0.09412930393856825	4	False
methylation_r	1	0.00921838836554184	inflation	1.25	1.25	True	1.2537	5687	364	223.25	-0.1639751069814498	-0.208402595978189	-0.17741315903681962	-0.15012628160416505	-0.21953036792571218	-0.1959025626452728	0.026741054251635244	0.09412930393856825	0.09412930393856825	4	False
methylation_r	1	0.0	inflation	1.5	1.2537	False	1.2537	5687	364	226.5624294210537	-0.16366315515729268	-0.20787021236189263	-0.17619006376035246	-0.14809894827340572	-0.21974227550503905	-0.19427259260800028	0.026741054251635244	0.09412930393856825	0.09412930393856825	4	False
methylation_r	2	0.0	alpha			True	1.2804	5905	385	269.7445447228618	-0.13311924689887	-0.14033968594384752	-0.14503244397702214	-0.12185846720512336	-0.1527650370726962	-0.12995187983415393	0.023116962645437843	0.10392839383391347	0.10392839383391347	4	False
methylation_r	2	0.25	alpha			True	1.2804	5905	385	170.1284977925356	-0.15278043672700556	-0.15313907947676456	-0.16280376162596258	-0.14305266746684786	-0.1617933960784345	-0.14507206887912216	0.023116962645437843	0.10392839383391347	0.10392839383391347	4	False
methylation_r	2	0.5	alpha			True	1.2804	5905	385	96.43300333391599	-0.16847917403546597	-0.16310079934574565	-0.17672890757841964	-0.1599410611253614	-0.17062918261176696	-0.15533031658592497	0.023116962645437843	0.10392839383391347	0.10392839383391347	4	False
methylation_r	2	0.75	alpha			True	1.2804	5905	385	41.43080247484301	-0.18185065311718837	-0.1713035738848241	-0.18723286918961765	-0.17611692376803373	-0.1767654755530662	-0.16658282169920485	0.023116962645437843	0.10392839383391347	0.10392839383391347	4	False
methylation_r	2	1.0	alpha			True	1.2804	5905	385	0.0	-0.19244606812885182	-0.17763859580676516	-0.1924460681288518	-0.1924460681288518	-0.1776385958067651	-0.1776385958067651	0.023116962645437843	0.10392839383391347	0.10392839383391347	4	False
methylation_r	2	0.5009200807255756	inflation	1.1	1.1	True	1.2804	5905	385	96.2000000000001	-0.1688496431035093	-0.16353386674968934	-0.1777991741226573	-0.16217406967470374	-0.1715904565863303	-0.15648233081961896	0.023116962645437843	0.10392839383391347	0.10392839383391347	4	False
methylation_r	2	0.0658042296818111	inflation	1.25	1.25	True	1.2804	5905	385	240.50000000000003	-0.13887433462586515	-0.14456297932990428	-0.15048411613556048	-0.1297623798906139	-0.1554025301210974	-0.13478551305070394	0.023116962645437843	0.10392839383391347	0.10392839383391347	4	False
methylation_r	2	0.0	inflation	1.5	1.2804	False	1.2804	5905	385	269.7445447228618	-0.13311924689887	-0.14033968594384752	-0.14503244397702214	-0.12185846720512336	-0.1527650370726962	-0.12995187983415393	0.023116962645437843	0.10392839383391347	0.10392839383391347	4	False
glycosylation_n	0	0.0	alpha			True	1.4201	4897	313	339.833622394115	-0.008272515438861112	-0.041740736867692474	-0.01775430247841986	0.0027534879051956114	-0.0531397500327835	-0.029589805992437483	0.05077133372388205	0.1646937725167267	0.1646937725167267	3	True
glycosylation_n	0	0.25	alpha			True	1.4201	4897	313	219.03177103790526	-0.014491443335833193	-0.05144130253492239	-0.023132188551712625	-0.005025735874183877	-0.06014438740272198	-0.04238321597328034	0.05077133372388205	0.1646937725167267	0.1646937725167267	3	True
glycosylation_n	0	0.5	alpha			True	1.4201	4897	313	126.46911078448886	-0.020735218807422334	-0.05990040901577819	-0.029233075554867458	-0.012654768001813737	-0.06840651136268935	-0.049994542072619476	0.05077133372388205	0.1646937725167267	0.1646937725167267	3	True
glycosylation_n	0	0.75	alpha			True	1.4201	4897	313	55.19323970377049	-0.025430175495915596	-0.06770857920124779	-0.030699149925753105	-0.020295381967325037	-0.07325674429665512	-0.060820576828132286	0.05077133372388205	0.1646937725167267	0.1646937725167267	3	True
glycosylation_n	0	1.0	alpha			True	1.4201	4897	313	0.0	-0.030180437059596055	-0.07444690422648625	-0.030180437059596055	-0.030180437059596055	-0.07444690422648625	-0.07444690422648625	0.05077133372388205	0.1646937725167267	0.1646937725167267	3	True
glycosylation_n	0	0.6522250866520343	inflation	1.1	1.1	True	1.4201	4897	313	80.9000000000001	-0.02418787545173755	-0.0650928298179424	-0.03017515520305066	-0.01839775852146415	-0.07283994899004673	-0.058865438440302884	0.05077133372388205	0.1646937725167267	0.1646937725167267	3	True
glycosylation_n	0	0.2906916506546816	inflation	1.25	1.25	True	1.4201	4897	313	202.25000000000003	-0.0160833973817717	-0.053658873812304664	-0.024503544954158168	-0.0069878670497778685	-0.06611540983808184	-0.04318810037848683	0.05077133372388205	0.1646937725167267	0.1646937725167267	3	True
glycosylation_n	0	0.0	inflation	1.5	1.4201	False	1.4201	4897	313	339.833622394115	-0.008272515438861112	-0.041740736867692474	-0.01775430247841986	0.0027534879051956114	-0.0531397500327835	-0.029589805992437483	0.05077133372388205	0.1646937725167267	0.1646937725167267	3	True
glycosylation_n	1	0.0	alpha			True	1.2483	5056	305	219.28998154566767	-0.052775295878922844	-0.1742105454299659	-0.06176033128116147	-0.0439207039442816	-0.18668703410287832	-0.16225202188677493	0.061305321164112275	0.13936507936507936	0.13936507936507936	2	True
glycosylation_n	1	0.25	alpha			True	1.2483	5056	305	146.85395146746168	-0.06521666293984563	-0.19394179334434208	-0.07330606792890738	-0.056836634496952226	-0.2052289489395428	-0.18388829405195384	0.061305321164112275	0.13936507936507936	0.13936507936507936	2	True
glycosylation_n	1	0.5	alpha			True	1.2483	5056	305	87.72948108716076	-0.0760657025392209	-0.2107052393015971	-0.08219026320784788	-0.0685500935144082	-0.21901704747731404	-0.2005110437887981	0.061305321164112275	0.13936507936507936	0.13936507936507936	2	True
glycosylation_n	1	0.75	alpha			True	1.2483	5056	305	39.44824351930569	-0.08587729069768912	-0.22617327267832502	-0.08990759596615082	-0.08129488571755684	-0.23144390643615023	-0.22010802310651592	0.061305321164112275	0.13936507936507936	0.13936507936507936	2	True
glycosylation_n	1	1.0	alpha			True	1.2483	5056	305	0.0	-0.09466317878591246	-0.2401181807071833	-0.09466317878591246	-0.09466317878591246	-0.24011818070718338	-0.24011818070718338	0.061305321164112275	0.13936507936507936	0.13936507936507936	2	True
glycosylation_n	1	0.4973285581683894	inflation	1.1	1.1	True	1.2483	5056	305	88.30000000000007	-0.07621389944294725	-0.21098172337939716	-0.08182725866054484	-0.06890307392315807	-0.2192279774344215	-0.2028475699049102	0.061305321164112275	0.13936507936507936	0.13936507936507936	2	True
glycosylation_n	1	0.0	inflation	1.25	1.2483	False	1.2483	5056	305	219.28998154566767	-0.052775295878922844	-0.1742105454299659	-0.06176033128116147	-0.0439207039442816	-0.18668703410287832	-0.16225202188677493	0.061305321164112275	0.13936507936507936	0.13936507936507936	2	True
glycosylation_n	1	0.0	inflation	1.5	1.2483	False	1.2483	5056	305	219.28998154566767	-0.052775295878922844	-0.1742105454299659	-0.06176033128116147	-0.0439207039442816	-0.18668703410287832	-0.16225202188677493	0.061305321164112275	0.13936507936507936	0.13936507936507936	2	True
glycosylation_n	2	0.0	alpha			True	1.223	4247	266	157.62903025073166	-0.03833837680614128	-0.09893187898231065	-0.04827756290617001	-0.028055201912063652	-0.10878260770493933	-0.08667362994402208	0.058067586863398385	0.12806324110671938	0.12806324110671938	2	True
glycosylation_n	2	0.25	alpha			True	1.223	4247	266	106.84780572678332	-0.04943033643600728	-0.11141614326516422	-0.05880295513754455	-0.04025372804109157	-0.12181583856172389	-0.10185162722879164	0.058067586863398385	0.12806324110671938	0.12806324110671938	2	True
glycosylation_n	2	0.5	alpha			True	1.223	4247	266	64.6058408553319	-0.058866473898433164	-0.12230670551266368	-0.06614972586738385	-0.050408379642394294	-0.13040616755582743	-0.11298165055322756	0.058067586863398385	0.12806324110671938	0.12806324110671938	2	True
glycosylation_n	2	0.75	alpha			True	1.223	4247	266	29.401247535409333	-0.06736910818730019	-0.1317275815114086	-0.07301376256802417	-0.0612971411210541	-0.1379531954201443	-0.12600155278372566	0.058067586863398385	0.12806324110671938	0.12806324110671938	2	True
glycosylation_n	2	1.0	alpha			True	1.223	4247	266	0.0	-0.07489092129551933	-0.14043499530773965	-0.07489092129551933	-0.07489092129551933	-0.14043499530773962	-0.14043499530773962	0.058067586863398385	0.12806324110671938	0.12806324110671938	2	True
glycosylation_n	2	0.46098487866099436	inflation	1.1	1.1	True	1.223	4247	266	70.70000000000007	-0.057151291930283045	-0.12057502558556582	-0.06486133439979065	-0.04890583081085497	-0.1293163168882369	-0.11177797752402908	0.058067586863398385	0.12806324110671938	0.12806324110671938	2	True
glycosylation_n	2	0.0	inflation	1.25	1.223	False	1.223	4247	266	157.62903025073166	-0.03833837680614128	-0.09893187898231065	-0.04827756290617001	-0.028055201912063652	-0.10878260770493933	-0.08667362994402208	0.058067586863398385	0.12806324110671938	0.12806324110671938	2	True
glycosylation_n	2	0.0	inflation	1.5	1.223	False	1.223	4247	266	157.62903025073166	-0.03833837680614128	-0.09893187898231065	-0.04827756290617001	-0.028055201912063652	-0.10878260770493933	-0.08667362994402208	0.058067586863398385	0.12806324110671938	0.12806324110671938	2	True
