task	split	alpha	mode	target_inflation	actual_inflation	inflation_reached	max_inflation	n_sites	n_proteins	exp_flipped	d_auroc	d_auprc	d_auroc_lo	d_auroc_hi	d_auprc_lo	d_auprc_hi	f_shallow	f_deep	f_ref	ref_bin	f_monotone
phosphorylation_st	0	0.75	alpha			True	1.67	109067	1343	1787.9235703441866	-0.018909269561230225	-0.11601941911100504	-0.019959880424750803	-0.017788681829833283	-0.1176814371633868	-0.11427629768318269	0.024897573274503624	0.27396557473770616	0.27396557473770616	5	True
phosphorylation_st	0	1.0	alpha			True	1.67	109067	1343	0.0	-0.024426582888886772	-0.13137237273040503	-0.024426582888886772	-0.024426582888886772	-0.13137237273040503	-0.13137237273040503	0.024897573274503624	0.27396557473770616	0.27396557473770616	5	True
phosphorylation_st	0	0.7379453533461524	inflation	1.1	1.1	True	1.67	109067	1343	1888.6000000000022	-0.018568416193285336	-0.11517771315063531	-0.019492125753111694	-0.017522580513710452	-0.1166135857209022	-0.11358294816834415	0.024897573274503624	0.27396557473770616	0.27396557473770616	5	True
phosphorylation_st	0	0.4585169747756984	inflation	1.25	1.25	True	1.67	109067	1343	4721.5	-0.009185048979502985	-0.09288909245790362	-0.01079482857023854	-0.008002072129480583	-0.0951532354259633	-0.09081281166870434	0.024897573274503624	0.27396557473770616	0.27396557473770616	5	True
phosphorylation_st	0	0.1496170150686863	inflation	1.5	1.5	True	1.67	109067	1343	9443.000000000002	0.007005902745505217	-0.059734664187445524	0.005229092121636228	0.008912508301126545	-0.06269691154606848	-0.05730725218080309	0.024897573274503624	0.27396557473770616	0.27396557473770616	5	True
phosphorylation_st	1	0.0	alpha			True	1.7405	104533	1250	12794.647114590478	0.010846534541822113	-0.06079032066877537	0.009259174666335685	0.01293495682115158	-0.06375705445998978	-0.05714112584922992	0.022606913045954104	0.2729651711765182	0.2729651711765182	5	True
phosphorylation_st	1	0.25	alpha			True	1.7405	104533	1250	7612.143058866689	-0.009013855336315326	-0.10288821320912653	-0.010845827113566983	-0.007191046483869576	-0.10569694982962287	-0.1004677392297599	0.022606913045954104	0.2729651711765182	0.2729651711765182	5	True
phosphorylation_st	1	0.5	alpha			True	1.7405	104533	1250	4135.6036847724545	-0.02313240583263392	-0.13591977815895354	-0.0244666081740045	-0.02170253291032494	-0.13811393942139052	-0.13358776795727656	0.022606913045954104	0.2729651711765182	0.2729651711765182	5	True
phosphorylation_st	1	0.75	alpha			True	1.7405	104533	1250	1724.932129492962	-0.03273581660719716	-0.16161135320864847	-0.033857926040296554	-0.0316622132023252	-0.16348132855495565	-0.1596522875106782	0.022606913045954104	0.2729651711765182	0.2729651711765182	5	True
phosphorylation_st	1	1.0	alpha			True	1.7405	104533	1250	0.0	-0.0394047046222763	-0.1820047756321847	-0.0394047046222763	-0.0394047046222763	-0.18200477563218465	-0.18200477563218465	0.022606913045954104	0.2729651711765182	0.2729651711765182	5	True
phosphorylation_st	1	0.7496327015640334	inflation	1.1	1.1	True	1.7405	104533	1250	1727.9000000000028	-0.032674580200285304	-0.16155224487628458	-0.03386934671544591	-0.03155407389556625	-0.16307236940143138	-0.15970640316229787	0.022606913045954104	0.2729651711765182	0.2729651711765182	5	True
phosphorylation_st	1	0.4841083830590497	inflation	1.25	1.25	True	1.7405	104533	1250	4319.75	-0.022244618154559886	-0.13400495691482808	-0.02363636458882149	-0.02062771950066698	-0.13631266027505992	-0.13145321379612837	0.022606913045954104	0.2729651711765182	0.2729651711765182	5	True
phosphorylation_st	1	0.1915729176594118	inflation	1.5	1.5	True	1.7405	104533	1250	8639.500000000002	-0.004975481490418654	-0.094000573664199	-0.006673456642488476	-0.0031821124757881367	-0.09740773836057447	-0.09076986026701316	0.022606913045954104	0.2729651711765182	0.2729651711765182	5	True
phosphorylation_st	2	0.0	alpha			True	1.6868	108636	1328	12767.524456631938	0.015360580603680672	-0.0307705006650455	0.01372486337716169	0.017004192562121483	-0.03341234759878904	-0.027979432770931623	0.025541988537253923	0.2736478883804666	0.2736478883804666	5	True
phosphorylation_st	2	0.25	alpha			True	1.6868	108636	1328	7747.671680495321	0.00277791285737841	-0.056725635461035984	0.0010868719606077714	0.004506371388188504	-0.05928644599775009	-0.054179518575869806	0.025541988537253923	0.2736478883804666	0.2736478883804666	5	True
phosphorylation_st	2	0.5	alpha			True	1.6868	108636	1328	4274.592562651971	-0.005907809563632665	-0.07700904512772679	-0.0073651263704059	-0.0047303841684345925	-0.07911053115183209	-0.0752745189702565	0.025541988537253923	0.2736478883804666	0.2736478883804666	5	True
phosphorylation_st	2	0.75	alpha			True	1.6868	108636	1328	1803.8033128392067	-0.011868936600925193	-0.09270341875361232	-0.012709060228639605	-0.010854610709832676	-0.09396502671339954	-0.0911308484566334	0.025541988537253923	0.2736478883804666	0.2736478883804666	5	True
phosphorylation_st	2	1.0	alpha			True	1.6868	108636	1328	0.0	-0.015833527354860877	-0.10521302072830208	-0.015833527354860877	-0.015833527354860877	-0.10521302072830208	-0.10521302072830208	0.025541988537253923	0.2736478883804666	0.2736478883804666	5	True
phosphorylation_st	2	0.7434368424912572	inflation	1.1	1.1	True	1.6868	108636	1328	1859.0000000000016	-0.01172114323662535	-0.09237413861465259	-0.012640507398763861	-0.010750183932908127	-0.09399099865800235	-0.09090928909424972	0.025541988537253923	0.2736478883804666	0.2736478883804666	5	True
phosphorylation_st	2	0.46856089423183744	inflation	1.25	1.25	True	1.6868	108636	1328	4647.499999999999	-0.005051048865129641	-0.07468887687201425	-0.006670111851493227	-0.0035531203645733974	-0.07696582090120545	-0.07255299263713115	0.025541988537253923	0.2736478883804666	0.2736478883804666	5	True
phosphorylation_st	2	0.16234178801406773	inflation	1.5	1.5	True	1.6868	108636	1328	9295.000000000004	0.006787334012884119	-0.048198101507683326	0.005092332199956315	0.008487175891647086	-0.050621984640588716	-0.04535176401367385	0.025541988537253923	0.2736478883804666	0.2736478883804666	5	True
ubiquitination_k	0	0.0	alpha			True	1.5869	45935	1202	6242.593064401983	0.012639548505924636	0.0011737520143924767	0.009532348716268018	0.015891360494062222	-0.004095924755043179	0.005664822648226684	0.06462955211385517	0.36744515215852797	0.36744515215852797	4	True
ubiquitination_k	0	0.25	alpha			True	1.5869	45935	1202	3877.105815992559	0.003053949522542442	-0.012530888536315132	0.0007592278383126372	0.005503013448518574	-0.016715971680928535	-0.008797943888541347	0.06462955211385517	0.36744515215852797	0.36744515215852797	4	True
ubiquitination_k	0	0.5	alpha			True	1.5869	45935	1202	2178.408072932599	-0.0044719110283252565	-0.023134842675077802	-0.006477672097323711	-0.002279583347815833	-0.02630527969223095	-0.019538148250657836	0.06462955211385517	0.36744515215852797	0.36744515215852797	4	True
ubiquitination_k	0	0.75	alpha			True	1.5869	45935	1202	933.2339732457233	-0.010637196957690644	-0.031760728929746636	-0.012403428241345035	-0.009131031089649891	-0.03424487398366922	-0.029322345340821128	0.06462955211385517	0.36744515215852797	0.36744515215852797	4	True
ubiquitination_k	0	1.0	alpha			True	1.5869	45935	1202	0.0	-0.015536299946853904	-0.03834913376475951	-0.015536299946853904	-0.015536299946853904	-0.03834913376475951	-0.03834913376475951	0.06462955211385517	0.36744515215852797	0.36744515215852797	4	True
