task	train	eval	split	family	icc_base	icc	icc_fold	msw_base	msw	msw_ratio	n_proteins	n_sites
phosphorylation_y	rebuilt	rebuilt	2	interaction	0.1319	0.2289	1.7352	0.0615	0.0766	0.8026	431	6911
phosphorylation_y	rebuilt	replica	2	interaction	0.1557	0.2535	1.6279	0.0603	0.0724	0.8327	447	6604
phosphorylation_y	rebuilt	rebuilt	2	prott5	0.1319	0.2875	2.1794	0.0615	0.0594	1.0357	431	6911
phosphorylation_y	rebuilt	replica	2	prott5	0.1557	0.2982	1.9151	0.0603	0.0560	1.0770	447	6604
phosphorylation_y	rebuilt	rebuilt	0	esm2_perm	0.0996	0.1282	1.2866	0.0734	0.0653	1.1237	435	6821
phosphorylation_y	rebuilt	replica	0	esm2_perm	0.1221	0.1491	1.2210	0.0711	0.0639	1.1114	483	6698
phosphorylation_y	rebuilt	rebuilt	0	interaction_perm	0.0996	0.1758	1.7647	0.0734	0.0616	1.1911	435	6821
phosphorylation_y	rebuilt	replica	0	interaction_perm	0.1221	0.2083	1.7057	0.0711	0.0601	1.1826	483	6698
phosphorylation_y	rebuilt	rebuilt	0	prott5_perm	0.0996	0.1378	1.3831	0.0734	0.0509	1.4419	435	6821
phosphorylation_y	rebuilt	replica	0	prott5_perm	0.1221	0.1674	1.3706	0.0711	0.0494	1.4396	483	6698
phosphorylation_y	rebuilt	rebuilt	1	esm2_perm	0.1413	0.1700	1.2028	0.0610	0.0477	1.2798	410	6683
phosphorylation_y	rebuilt	replica	1	esm2_perm	0.1206	0.1464	1.2140	0.0635	0.0502	1.2654	429	6219
phosphorylation_y	rebuilt	rebuilt	1	interaction_perm	0.1413	0.1644	1.1631	0.0610	0.0583	1.0462	410	6683
phosphorylation_y	rebuilt	replica	1	interaction_perm	0.1206	0.1372	1.1372	0.0635	0.0620	1.0249	429	6219
phosphorylation_y	rebuilt	rebuilt	1	prott5_perm	0.1413	0.1565	1.1073	0.0610	0.0541	1.1293	410	6683
phosphorylation_y	rebuilt	replica	1	prott5_perm	0.1206	0.1368	1.1341	0.0635	0.0564	1.1266	429	6219
phosphorylation_y	rebuilt	rebuilt	2	esm2_perm	0.1319	0.1508	1.1433	0.0615	0.0610	1.0075	431	6911
phosphorylation_y	rebuilt	replica	2	esm2_perm	0.1557	0.1851	1.1887	0.0603	0.0600	1.0044	447	6604
phosphorylation_y	rebuilt	rebuilt	2	interaction_perm	0.1319	0.1696	1.2854	0.0615	0.0611	1.0068	431	6911
phosphorylation_y	rebuilt	replica	2	interaction_perm	0.1557	0.1979	1.2711	0.0603	0.0596	1.0112	447	6604
phosphorylation_y	rebuilt	rebuilt	2	prott5_perm	0.1319	0.1847	1.4001	0.0615	0.0545	1.1276	431	6911
phosphorylation_y	rebuilt	replica	2	prott5_perm	0.1557	0.2034	1.3063	0.0603	0.0543	1.1104	447	6604
phosphorylation_y	replica	rebuilt	0	esm2	0.1015	0.3960	3.9008	0.0580	0.0585	0.9902	435	6821
phosphorylation_y	replica	replica	0	esm2	0.1181	0.3856	3.2657	0.0564	0.0539	1.0450	483	6698
phosphorylation_y	replica	rebuilt	0	interaction	0.1015	0.3307	3.2577	0.0580	0.0455	1.2741	435	6821
phosphorylation_y	replica	replica	0	interaction	0.1181	0.3591	3.0408	0.0564	0.0428	1.3175	483	6698
phosphorylation_y	replica	rebuilt	0	prott5	0.1015	0.5107	5.0302	0.0580	0.0376	1.5425	435	6821
phosphorylation_y	replica	replica	0	prott5	0.1181	0.5046	4.2727	0.0564	0.0358	1.5752	483	6698
phosphorylation_y	replica	rebuilt	1	esm2	0.1475	0.3663	2.4841	0.0482	0.0656	0.7338	410	6683
phosphorylation_y	replica	replica	1	esm2	0.1347	0.3498	2.5971	0.0500	0.0644	0.7765	429	6219
phosphorylation_y	replica	rebuilt	1	interaction	0.1475	0.3399	2.3050	0.0482	0.0535	0.9005	410	6683
phosphorylation_y	replica	replica	1	interaction	0.1347	0.3444	2.5576	0.0500	0.0533	0.9382	429	6219
phosphorylation_y	replica	rebuilt	1	prott5	0.1475	0.5077	3.4428	0.0482	0.0455	1.0582	410	6683
phosphorylation_y	replica	replica	1	prott5	0.1347	0.4978	3.6965	0.0500	0.0445	1.1252	429	6219
phosphorylation_y	replica	rebuilt	2	esm2	0.1294	0.3786	2.9254	0.0563	0.0608	0.9261	431	6911
phosphorylation_y	replica	replica	2	esm2	0.1556	0.3854	2.4762	0.0550	0.0553	0.9952	447	6604
phosphorylation_y	replica	rebuilt	2	interaction	0.1294	0.3389	2.6183	0.0563	0.0612	0.9198	431	6911
phosphorylation_y	replica	replica	2	interaction	0.1556	0.3556	2.2847	0.0550	0.0558	0.9868	447	6604
phosphorylation_y	replica	rebuilt	2	prott5	0.1294	0.4102	3.1696	0.0563	0.0595	0.9462	431	6911
phosphorylation_y	replica	replica	2	prott5	0.1556	0.3849	2.4728	0.0550	0.0550	1.0000	447	6604
phosphorylation_y	replica	rebuilt	0	esm2_perm	0.1015	0.1492	1.4694	0.0580	0.0552	1.0500	435	6821
phosphorylation_y	replica	replica	0	esm2_perm	0.1181	0.1660	1.4058	0.0564	0.0539	1.0458	483	6698
phosphorylation_y	replica	rebuilt	0	interaction_perm	0.1015	0.1993	1.9636	0.0580	0.0540	1.0736	435	6821
phosphorylation_y	replica	replica	0	interaction_perm	0.1181	0.2326	1.9697	0.0564	0.0515	1.0939	483	6698
phosphorylation_y	replica	rebuilt	0	prott5_perm	0.1015	0.1512	1.4891	0.0580	0.0517	1.1204	435	6821
phosphorylation_y	replica	replica	0	prott5_perm	0.1181	0.1805	1.5289	0.0564	0.0507	1.1116	483	6698
phosphorylation_y	replica	rebuilt	1	esm2_perm	0.1475	0.1795	1.2176	0.0482	0.0606	0.7953	410	6683
phosphorylation_y	replica	replica	1	esm2_perm	0.1347	0.1687	1.2525	0.0500	0.0629	0.7956	429	6219
phosphorylation_y	replica	rebuilt	1	interaction_perm	0.1475	0.1852	1.2560	0.0482	0.0443	1.0880	410	6683
phosphorylation_y	replica	replica	1	interaction_perm	0.1347	0.1601	1.1890	0.0500	0.0467	1.0699	429	6219
phosphorylation_y	replica	rebuilt	1	prott5_perm	0.1475	0.1817	1.2323	0.0482	0.0482	0.9985	410	6683
phosphorylation_y	replica	replica	1	prott5_perm	0.1347	0.1751	1.3003	0.0500	0.0501	0.9989	429	6219
phosphorylation_y	replica	rebuilt	2	esm2_perm	0.1294	0.1603	1.2388	0.0563	0.0529	1.0646	431	6911
phosphorylation_y	replica	replica	2	esm2_perm	0.1556	0.2033	1.3063	0.0550	0.0511	1.0765	447	6604
phosphorylation_y	replica	rebuilt	2	interaction_perm	0.1294	0.2477	1.9143	0.0563	0.0694	0.8118	431	6911
phosphorylation_y	replica	replica	2	interaction_perm	0.1556	0.2556	1.6421	0.0550	0.0688	0.8001	447	6604
phosphorylation_y	replica	rebuilt	2	prott5_perm	0.1294	0.1429	1.1040	0.0563	0.0535	1.0523	431	6911
phosphorylation_y	replica	replica	2	prott5_perm	0.1556	0.1648	1.0585	0.0550	0.0528	1.0430	447	6604
sumoylation_k	rebuilt	rebuilt	0	esm2	0.0509	0.3390	6.6660	0.0647	0.0632	1.0238	623	21870
sumoylation_k	rebuilt	replica	0	esm2	0.0948	0.3670	3.8713	0.0645	0.0691	0.9339	239	8114
sumoylation_k	rebuilt	rebuilt	0	interaction	0.0509	0.2985	5.8705	0.0647	0.0726	0.8916	623	21870
sumoylation_k	rebuilt	replica	0	interaction	0.0948	0.3057	3.2245	0.0645	0.0786	0.8206	239	8114
sumoylation_k	rebuilt	rebuilt	0	prott5	0.0509	0.3170	6.2326	0.0647	0.0696	0.9294	623	21870
sumoylation_k	rebuilt	replica	0	prott5	0.0948	0.2691	2.8383	0.0645	0.0814	0.7929	239	8114
sumoylation_k	rebuilt	rebuilt	1	esm2	0.0586	0.3338	5.6984	0.0676	0.0574	1.1788	641	26373
sumoylation_k	rebuilt	replica	1	esm2	0.0855	0.2702	3.1601	0.0662	0.0652	1.0152	273	11060
sumoylation_k	rebuilt	rebuilt	1	interaction	0.0586	0.2501	4.2703	0.0676	0.0701	0.9650	641	26373
sumoylation_k	rebuilt	replica	1	interaction	0.0855	0.2368	2.7699	0.0662	0.0744	0.8896	273	11060
sumoylation_k	rebuilt	rebuilt	1	prott5	0.0586	0.4117	7.0285	0.0676	0.0489	1.3824	641	26373
sumoylation_k	rebuilt	replica	1	prott5	0.0855	0.3740	4.3743	0.0662	0.0548	1.2075	273	11060
sumoylation_k	rebuilt	rebuilt	2	esm2	0.0368	0.3821	10.3953	0.0626	0.0541	1.1573	598	22269
sumoylation_k	rebuilt	replica	2	esm2	0.0944	0.3151	3.3395	0.0605	0.0645	0.9377	220	7392
sumoylation_k	rebuilt	rebuilt	2	interaction	0.0368	0.2465	6.7070	0.0626	0.0726	0.8620	598	22269
sumoylation_k	rebuilt	replica	2	interaction	0.0944	0.2532	2.6833	0.0605	0.0779	0.7761	220	7392
sumoylation_k	rebuilt	rebuilt	2	prott5	0.0368	0.4304	11.7096	0.0626	0.0593	1.0555	598	22269
sumoylation_k	rebuilt	replica	2	prott5	0.0944	0.4057	4.2992	0.0605	0.0688	0.8796	220	7392
sumoylation_k	rebuilt	rebuilt	0	esm2_perm	0.0509	0.2198	4.3219	0.0647	0.0816	0.7931	623	21870
sumoylation_k	rebuilt	replica	0	esm2_perm	0.0948	0.2940	3.1006	0.0645	0.0768	0.8395	239	8114
sumoylation_k	rebuilt	rebuilt	0	interaction_perm	0.0509	0.1776	3.4921	0.0647	0.0999	0.6478	623	21870
sumoylation_k	rebuilt	replica	0	interaction_perm	0.0948	0.2314	2.4409	0.0645	0.0958	0.6730	239	8114
sumoylation_k	rebuilt	rebuilt	0	prott5_perm	0.0509	0.2278	4.4785	0.0647	0.0724	0.8941	623	21870
sumoylation_k	rebuilt	replica	0	prott5_perm	0.0948	0.2916	3.0757	0.0645	0.0687	0.9387	239	8114
sumoylation_k	rebuilt	rebuilt	1	esm2_perm	0.0586	0.2732	4.6637	0.0676	0.0665	1.0161	641	26373
sumoylation_k	rebuilt	replica	1	esm2_perm	0.0855	0.3273	3.8289	0.0662	0.0643	1.0292	273	11060
sumoylation_k	rebuilt	rebuilt	1	interaction_perm	0.0586	0.1784	3.0455	0.0676	0.0764	0.8846	641	26373
sumoylation_k	rebuilt	replica	1	interaction_perm	0.0855	0.2177	2.5469	0.0662	0.0763	0.8676	273	11060
sumoylation_k	rebuilt	rebuilt	1	prott5_perm	0.0586	0.2602	4.4426	0.0676	0.0743	0.9097	641	26373
sumoylation_k	rebuilt	replica	1	prott5_perm	0.0855	0.2929	3.4263	0.0662	0.0731	0.9062	273	11060
sumoylation_k	rebuilt	rebuilt	2	esm2_perm	0.0368	0.2161	5.8799	0.0626	0.0701	0.8925	598	22269
sumoylation_k	rebuilt	replica	2	esm2_perm	0.0944	0.2996	3.1743	0.0605	0.0666	0.9084	220	7392
sumoylation_k	rebuilt	rebuilt	2	interaction_perm	0.0368	0.2113	5.7491	0.0626	0.0792	0.7906	598	22269
sumoylation_k	rebuilt	replica	2	interaction_perm	0.0944	0.2407	2.5501	0.0605	0.0798	0.7583	220	7392
sumoylation_k	rebuilt	rebuilt	2	prott5_perm	0.0368	0.2118	5.7633	0.0626	0.0796	0.7867	598	22269
sumoylation_k	rebuilt	replica	2	prott5_perm	0.0944	0.2763	2.9275	0.0605	0.0757	0.7990	220	7392
sumoylation_k	replica	rebuilt	0	esm2	0.0579	0.4752	8.2076	0.0842	0.0545	1.5455	623	21870
sumoylation_k	replica	replica	0	esm2	0.1119	0.4445	3.9712	0.0826	0.0554	1.4917	239	8114
sumoylation_k	replica	rebuilt	0	interaction	0.0579	0.4130	7.1323	0.0842	0.0639	1.3170	623	21870
sumoylation_k	replica	replica	0	interaction	0.1119	0.4103	3.6660	0.0826	0.0693	1.1924	239	8114
sumoylation_k	replica	rebuilt	0	prott5	0.0579	0.4874	8.4182	0.0842	0.0544	1.5491	623	21870
sumoylation_k	replica	replica	0	prott5	0.1119	0.4369	3.9033	0.0826	0.0602	1.3731	239	8114
sumoylation_k	replica	rebuilt	1	esm2	0.0703	0.4997	7.1099	0.0772	0.0469	1.6459	641	26373
sumoylation_k	replica	replica	1	esm2	0.0982	0.3995	4.0670	0.0740	0.0490	1.5114	273	11060
sumoylation_k	replica	rebuilt	1	interaction	0.0703	0.4459	6.3445	0.0772	0.0613	1.2587	641	26373
sumoylation_k	replica	replica	1	interaction	0.0982	0.3367	3.4273	0.0740	0.0729	1.0145	273	11060
sumoylation_k	replica	rebuilt	1	prott5	0.0703	0.5256	7.4797	0.0772	0.0471	1.6379	641	26373
sumoylation_k	replica	replica	1	prott5	0.0982	0.4099	4.1725	0.0740	0.0488	1.5157	273	11060
sumoylation_k	replica	rebuilt	2	esm2	0.0482	0.4378	9.0873	0.0827	0.0700	1.1807	598	22269
sumoylation_k	replica	replica	2	esm2	0.1011	0.4263	4.2152	0.0793	0.0715	1.1099	220	7392
sumoylation_k	replica	rebuilt	2	interaction	0.0482	0.4122	8.5546	0.0827	0.0628	1.3169	598	22269
sumoylation_k	replica	replica	2	interaction	0.1011	0.3418	3.3794	0.0793	0.0724	1.0951	220	7392
sumoylation_k	replica	rebuilt	2	prott5	0.0482	0.4718	9.7921	0.0827	0.0527	1.5692	598	22269
sumoylation_k	replica	replica	2	prott5	0.1011	0.4677	4.6242	0.0793	0.0501	1.5819	220	7392
sumoylation_k	replica	rebuilt	0	esm2_perm	0.0579	0.2787	4.8126	0.0842	0.0701	1.2004	623	21870
sumoylation_k	replica	replica	0	esm2_perm	0.1119	0.3364	3.0056	0.0826	0.0675	1.2236	239	8114
sumoylation_k	replica	rebuilt	0	interaction_perm	0.0579	0.3210	5.5434	0.0842	0.0729	1.1546	623	21870
sumoylation_k	replica	replica	0	interaction_perm	0.1119	0.3201	2.8600	0.0826	0.0693	1.1920	239	8114
sumoylation_k	replica	rebuilt	0	prott5_perm	0.0579	0.2774	4.7905	0.0842	0.0845	0.9961	623	21870
sumoylation_k	replica	replica	0	prott5_perm	0.1119	0.2789	2.4920	0.0826	0.0791	1.0448	239	8114
sumoylation_k	replica	rebuilt	1	esm2_perm	0.0703	0.2805	3.9912	0.0772	0.0601	1.2832	641	26373
sumoylation_k	replica	replica	1	esm2_perm	0.0982	0.3208	3.2656	0.0740	0.0582	1.2714	273	11060
sumoylation_k	replica	rebuilt	1	interaction_perm	0.0703	0.3125	4.4470	0.0772	0.0771	1.0013	641	26373
sumoylation_k	replica	replica	1	interaction_perm	0.0982	0.2961	3.0143	0.0740	0.0773	0.9567	273	11060
sumoylation_k	replica	rebuilt	1	prott5_perm	0.0703	0.3169	4.5087	0.0772	0.0857	0.9001	641	26373
sumoylation_k	replica	replica	1	prott5_perm	0.0982	0.3162	3.2191	0.0740	0.0839	0.8819	273	11060
sumoylation_k	replica	rebuilt	2	esm2_perm	0.0482	0.2533	5.2582	0.0827	0.0786	1.0519	598	22269
sumoylation_k	replica	replica	2	esm2_perm	0.1011	0.2748	2.7170	0.0793	0.0750	1.0574	220	7392
sumoylation_k	replica	rebuilt	2	interaction_perm	0.0482	0.3082	6.3975	0.0827	0.0691	1.1974	598	22269
sumoylation_k	replica	replica	2	interaction_perm	0.1011	0.3185	3.1495	0.0793	0.0638	1.2442	220	7392
sumoylation_k	replica	rebuilt	2	prott5_perm	0.0482	0.2974	6.1732	0.0827	0.0614	1.3473	598	22269
sumoylation_k	replica	replica	2	prott5_perm	0.1011	0.2998	2.9646	0.0793	0.0590	1.3436	220	7392
ubiquitination_k	rebuilt	rebuilt	0	esm2	0.0647	0.3178	4.9130	0.0587	0.0559	1.0494	1180	45868
ubiquitination_k	rebuilt	replica	0	esm2	0.0884	0.3322	3.7595	0.0556	0.0567	0.9809	671	23390
ubiquitination_k	rebuilt	rebuilt	0	interaction	0.0647	0.2335	3.6096	0.0587	0.0789	0.7439	1180	45868
ubiquitination_k	rebuilt	replica	0	interaction	0.0884	0.2178	2.4648	0.0556	0.0808	0.6883	671	23390
ubiquitination_k	rebuilt	rebuilt	0	prott5	0.0647	0.3317	5.1285	0.0587	0.0717	0.8189	1180	45868
ubiquitination_k	rebuilt	replica	0	prott5	0.0884	0.3441	3.8939	0.0556	0.0732	0.7597	671	23390
ubiquitination_k	rebuilt	rebuilt	1	esm2	0.1118	0.3398	3.0382	0.0673	0.0672	1.0008	1096	46367
ubiquitination_k	rebuilt	replica	1	esm2	0.1013	0.3322	3.2779	0.0668	0.0722	0.9252	619	22112
ubiquitination_k	rebuilt	rebuilt	1	interaction	0.1118	0.3012	2.6936	0.0673	0.0712	0.9446	1096	46367
ubiquitination_k	rebuilt	replica	1	interaction	0.1013	0.2808	2.7711	0.0668	0.0755	0.8854	619	22112
ubiquitination_k	rebuilt	rebuilt	1	prott5	0.1118	0.4025	3.5996	0.0673	0.0583	1.1532	1096	46367
ubiquitination_k	rebuilt	replica	1	prott5	0.1013	0.3965	3.9126	0.0668	0.0634	1.0546	619	22112
ubiquitination_k	rebuilt	rebuilt	2	esm2	0.0518	0.3369	6.5106	0.0712	0.0628	1.1336	1137	45756
ubiquitination_k	rebuilt	replica	2	esm2	0.0761	0.3419	4.4919	0.0685	0.0659	1.0390	650	23702
ubiquitination_k	rebuilt	rebuilt	2	interaction	0.0518	0.2586	4.9963	0.0712	0.0755	0.9432	1137	45756
ubiquitination_k	rebuilt	replica	2	interaction	0.0761	0.2465	3.2390	0.0685	0.0771	0.8885	650	23702
ubiquitination_k	rebuilt	rebuilt	2	prott5	0.0518	0.3293	6.3638	0.0712	0.0670	1.0628	1137	45756
ubiquitination_k	rebuilt	replica	2	prott5	0.0761	0.3301	4.3373	0.0685	0.0714	0.9589	650	23702
ubiquitination_k	rebuilt	rebuilt	0	esm2_perm	0.0647	0.1499	2.3178	0.0587	0.0664	0.8837	1180	45868
ubiquitination_k	rebuilt	replica	0	esm2_perm	0.0884	0.1781	2.0151	0.0556	0.0632	0.8794	671	23390
ubiquitination_k	rebuilt	rebuilt	0	interaction_perm	0.0647	0.1973	3.0498	0.0587	0.0839	0.6999	1180	45868
ubiquitination_k	rebuilt	replica	0	interaction_perm	0.0884	0.2314	2.6181	0.0556	0.0809	0.6871	671	23390
ubiquitination_k	rebuilt	rebuilt	0	prott5_perm	0.0647	0.1571	2.4287	0.0587	0.0698	0.8411	1180	45868
ubiquitination_k	rebuilt	replica	0	prott5_perm	0.0884	0.1741	1.9701	0.0556	0.0671	0.8281	671	23390
ubiquitination_k	rebuilt	rebuilt	1	esm2_perm	0.1118	0.2057	1.8391	0.0673	0.0606	1.1105	1096	46367
ubiquitination_k	rebuilt	replica	1	esm2_perm	0.1013	0.2178	2.1490	0.0668	0.0598	1.1187	619	22112
ubiquitination_k	rebuilt	rebuilt	1	interaction_perm	0.1118	0.2127	1.9024	0.0673	0.0748	0.8995	1096	46367
ubiquitination_k	rebuilt	replica	1	interaction_perm	0.1013	0.2193	2.1646	0.0668	0.0751	0.8895	619	22112
ubiquitination_k	rebuilt	rebuilt	1	prott5_perm	0.1118	0.2302	2.0581	0.0673	0.0758	0.8880	1096	46367
ubiquitination_k	rebuilt	replica	1	prott5_perm	0.1013	0.2386	2.3551	0.0668	0.0747	0.8953	619	22112
ubiquitination_k	rebuilt	rebuilt	2	esm2_perm	0.0518	0.1525	2.9462	0.0712	0.0647	1.0998	1137	45756
ubiquitination_k	rebuilt	replica	2	esm2_perm	0.0761	0.1706	2.2415	0.0685	0.0624	1.0965	650	23702
ubiquitination_k	rebuilt	rebuilt	2	interaction_perm	0.0518	0.2060	3.9808	0.0712	0.0763	0.9324	1137	45756
ubiquitination_k	rebuilt	replica	2	interaction_perm	0.0761	0.2459	3.2305	0.0685	0.0728	0.9410	650	23702
ubiquitination_k	rebuilt	rebuilt	2	prott5_perm	0.0518	0.2058	3.9776	0.0712	0.0645	1.1034	1137	45756
ubiquitination_k	rebuilt	replica	2	prott5_perm	0.0761	0.2347	3.0839	0.0685	0.0623	1.0982	650	23702
ubiquitination_k	replica	rebuilt	0	esm2	0.0467	0.3602	7.7094	0.0808	0.0739	1.0935	1180	45868
ubiquitination_k	replica	replica	0	esm2	0.0846	0.3738	4.4169	0.0774	0.0697	1.1110	671	23390
ubiquitination_k	replica	rebuilt	0	interaction	0.0467	0.2238	4.7890	0.0808	0.0723	1.1178	1180	45868
ubiquitination_k	replica	replica	0	interaction	0.0846	0.2602	3.0745	0.0774	0.0672	1.1517	671	23390
ubiquitination_k	replica	rebuilt	0	prott5	0.0467	0.3586	7.6754	0.0808	0.0750	1.0777	1180	45868
ubiquitination_k	replica	replica	0	prott5	0.0846	0.3598	4.2519	0.0774	0.0718	1.0790	671	23390
ubiquitination_k	replica	rebuilt	1	esm2	0.0468	0.3352	7.1563	0.0825	0.0785	1.0506	1096	46367
ubiquitination_k	replica	replica	1	esm2	0.0892	0.3545	3.9736	0.0805	0.0763	1.0550	619	22112
ubiquitination_k	replica	rebuilt	1	interaction	0.0468	0.2555	5.4557	0.0825	0.0692	1.1925	1096	46367
ubiquitination_k	replica	replica	1	interaction	0.0892	0.2824	3.1649	0.0805	0.0669	1.2026	619	22112
ubiquitination_k	replica	rebuilt	1	prott5	0.0468	0.3548	7.5746	0.0825	0.0670	1.2306	1096	46367
ubiquitination_k	replica	replica	1	prott5	0.0892	0.3869	4.3369	0.0805	0.0648	1.2417	619	22112
ubiquitination_k	replica	rebuilt	2	esm2	0.0480	0.3161	6.5818	0.0831	0.0776	1.0708	1137	45756
ubiquitination_k	replica	replica	2	esm2	0.0863	0.3225	3.7360	0.0801	0.0746	1.0735	650	23702
ubiquitination_k	replica	rebuilt	2	interaction	0.0480	0.2176	4.5297	0.0831	0.0655	1.2697	1137	45756
ubiquitination_k	replica	replica	2	interaction	0.0863	0.2365	2.7401	0.0801	0.0623	1.2861	650	23702
ubiquitination_k	replica	rebuilt	2	prott5	0.0480	0.3757	7.8217	0.0831	0.0775	1.0721	1137	45756
ubiquitination_k	replica	replica	2	prott5	0.0863	0.3550	4.1131	0.0801	0.0764	1.0476	650	23702
ubiquitination_k	replica	rebuilt	0	esm2_perm	0.0467	0.1221	2.6133	0.0808	0.0741	1.0903	1180	45868
ubiquitination_k	replica	replica	0	esm2_perm	0.0846	0.1538	1.8180	0.0774	0.0703	1.1015	671	23390
ubiquitination_k	replica	rebuilt	0	interaction_perm	0.0467	0.1787	3.8245	0.0808	0.0693	1.1653	1180	45868
ubiquitination_k	replica	replica	0	interaction_perm	0.0846	0.2039	2.4100	0.0774	0.0652	1.1884	671	23390
ubiquitination_k	replica	rebuilt	0	prott5_perm	0.0467	0.1514	3.2402	0.0808	0.0574	1.4086	1180	45868
ubiquitination_k	replica	replica	0	prott5_perm	0.0846	0.1873	2.2138	0.0774	0.0541	1.4300	671	23390
ubiquitination_k	replica	rebuilt	1	esm2_perm	0.0468	0.1825	3.8971	0.0825	0.0906	0.9102	1096	46367
ubiquitination_k	replica	replica	1	esm2_perm	0.0892	0.2038	2.2848	0.0805	0.0880	0.9146	619	22112
ubiquitination_k	replica	rebuilt	1	interaction_perm	0.0468	0.1962	4.1888	0.0825	0.0872	0.9459	1096	46367
ubiquitination_k	replica	replica	1	interaction_perm	0.0892	0.1948	2.1840	0.0805	0.0862	0.9337	619	22112
ubiquitination_k	replica	rebuilt	1	prott5_perm	0.0468	0.1700	3.6307	0.0825	0.0815	1.0117	1096	46367
ubiquitination_k	replica	replica	1	prott5_perm	0.0892	0.1931	2.1640	0.0805	0.0797	1.0104	619	22112
ubiquitination_k	replica	rebuilt	2	esm2_perm	0.0480	0.1969	4.1003	0.0831	0.0715	1.1634	1137	45756
ubiquitination_k	replica	replica	2	esm2_perm	0.0863	0.2243	2.5987	0.0801	0.0683	1.1717	650	23702
ubiquitination_k	replica	rebuilt	2	interaction_perm	0.0480	0.1798	3.7429	0.0831	0.0854	0.9733	1137	45756
ubiquitination_k	replica	replica	2	interaction_perm	0.0863	0.1939	2.2462	0.0801	0.0819	0.9780	650	23702
ubiquitination_k	replica	rebuilt	2	prott5_perm	0.0480	0.2020	4.2045	0.0831	0.0812	1.0242	1137	45756
ubiquitination_k	replica	replica	2	prott5_perm	0.0863	0.2123	2.4598	0.0801	0.0771	1.0381	650	23702
