threshold	r2_target	seed	r2_measured	homog_train	homog_test_threshold	homog_test_natural	auroc_base_threshold	auprc_base_threshold	auroc_base_natural	auprc_base_natural	auroc_real_threshold	auprc_real_threshold	auroc_real_natural	auprc_real_natural	auroc_perm_threshold	auprc_perm_threshold	auroc_perm_natural	auprc_perm_natural	d_real_threshold	d_perm_threshold	real_beats_perm_threshold	d_real_natural	d_perm_natural	real_beats_perm_natural	rho_score_depth_base	rho_score_depth_real	rho_delta	rho_truth
2	0.05	0	0.01964431714397219	0.45278252206091657	0.4325078479246599	0.0	0.7017997835840724	0.4559355644734834	0.6967759718349075	0.405530191228074	0.6821259893038363	0.4288217323765612	0.6780941187499925	0.3827157899670247	0.6967845051836568	0.4465940118725892	0.6916238741650964	0.3972117919365447	-0.01967379428023608	-0.0050152784004156015	0	-0.01868185308491499	-0.005152097669811062	0	0.12787620213351486	0.10338858849162032	-0.024487613641894543	0.8592036275199881
2	0.05	1	0.020444366305188533	0.3898702732542092	0.5047250859106529	0.0	0.7531255575084881	0.5503956969414985	0.7466823430047845	0.49516588602325173	0.7462980489459783	0.5405167352240868	0.7426342785947637	0.48888290472705986	0.7399213576080552	0.527565962995706	0.7343089254338857	0.475045126322363	-0.006827508562509799	-0.013204199900432867	1	-0.004048064410020813	-0.012373417570898826	1	0.17582340931432675	0.20514912750109854	0.029325718186771793	0.8476855851546733
2	0.05	2	0.021556650539523714	0.3465161989968822	0.3116953516736685	0.03769317753486619	0.7721865309466502	0.5817822391088513	0.7686269709812601	0.5507629561728377	0.7724712822563118	0.582815195083247	0.7699505246150662	0.553678114877354	0.7670717907815215	0.5726868795664646	0.7634300319271379	0.5415629376267228	0.00028475130966154616	-0.005114740165128695	1	0.001323553633806096	-0.005196939054122218	1	0.1756198463746173	0.2066074996629895	0.03098765328837219	0.8212074113156744
2	0.1	0	0.04607562938339893	0.45278252206091657	0.4325078479246599	0.0	0.7017997835840724	0.4559355644734834	0.6967759718349075	0.405530191228074	0.7034887324002334	0.45469798979067866	0.7002376462646696	0.40875966596604313	0.6967936484102975	0.4454562797737014	0.6914394402854998	0.39600833356749926	0.0016889488161609956	-0.005006135173774906	1	0.003461674429762085	-0.005336531549407719	1	0.12787620213351486	0.16937383331596118	0.041497631182446315	0.8592036275199881
2	0.1	1	0.045578687415034236	0.3898702732542092	0.5047250859106529	0.0	0.7531255575084881	0.5503956969414985	0.7466823430047845	0.49516588602325173	0.7528052469842302	0.5493352731055119	0.7496863241733036	0.4991803448716102	0.7476421802099749	0.5390229600140066	0.7417636068674411	0.4866031417203247	-0.00032031052425784967	-0.005483377298513226	1	0.0030039811685190765	-0.0049187361373433935	1	0.17582340931432675	0.25802601510589257	0.08220260579156582	0.8476855851546733
2	0.1	2	0.04717879809855863	0.3465161989968822	0.3116953516736685	0.03769317753486619	0.7721865309466502	0.5817822391088513	0.7686269709812601	0.5507629561728377	0.7602023792593625	0.5658962537114405	0.7579803447550977	0.5378505886611173	0.7566172116844075	0.5568607986682765	0.7535690345826316	0.5268045452906889	-0.011984151687287725	-0.015569319262242698	1	-0.010646626226162414	-0.015057936398628513	1	0.1756198463746173	0.19225585821815447	0.016636011843537163	0.8212074113156744
2	0.2	0	0.10032301273677746	0.45278252206091657	0.4325078479246599	0.0	0.7017997835840724	0.4559355644734834	0.6967759718349075	0.405530191228074	0.7129402681434827	0.46717696188726393	0.7130549825573055	0.42569909876438605	0.6965509219735586	0.44742258332113555	0.691632120106695	0.3980994342477087	0.011140484559410302	-0.005248861610513744	1	0.016279010722398013	-0.005143851728212523	1	0.12787620213351486	0.27234818418828133	0.14447198205476647	0.8592036275199881
2	0.2	1	0.09553094981760868	0.3898702732542092	0.5047250859106529	0.0	0.7531255575084881	0.5503956969414985	0.7466823430047845	0.49516588602325173	0.7661327947498846	0.5705356304508465	0.766625101252606	0.5264008015274025	0.7348276317904296	0.5211905874549516	0.729385298940163	0.4688226097043268	0.013007237241396519	-0.01829792571805844	1	0.019942758247821435	-0.017297044064621514	1	0.17582340931432675	0.35347288973203694	0.1776494804177102	0.8476855851546733
2	0.2	2	0.09677982414474784	0.3465161989968822	0.3116953516736685	0.03769317753486619	0.7721865309466502	0.5817822391088513	0.7686269709812601	0.5507629561728377	0.7810614496657982	0.5956257419128403	0.7816976715902437	0.5726760769540377	0.7655852735642916	0.5726420924826727	0.7619340514120349	0.5413953368767889	0.008874918719147917	-0.006601257382358616	1	0.013070700608983632	-0.006692919569225242	1	0.1756198463746173	0.32490130747396295	0.14928146109934565	0.8212074113156744
2	0.4	0	0.21059693961353598	0.45278252206091657	0.4325078479246599	0.0	0.7017997835840724	0.4559355644734834	0.6967759718349075	0.405530191228074	0.7285676287970395	0.49170096719731265	0.7364741030288078	0.46119496388635656	0.6981192663842172	0.45022634875483586	0.6930828376816158	0.40054032474986934	0.026767845212967156	-0.0036805171998551822	1	0.03969813119390031	-0.003693134153291644	1	0.12787620213351486	0.43295317057047056	0.3050769684369557	0.8592036275199881
